DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
4-May-21,DTK,Diamond Trust Bank Kenya Ltd,57.5,78.5,64.5,65,65,65,-,-,10300,-
4-May-21,EQTY,Equity Group Holdings Plc,28,50.75,39.25,40,39.55,39.3,0.25,0.64%,237900,-
4-May-21,HFCK,HF Group Ltd,2.86,5.48,3.79,3.9,3.81,3.76,0.05,1.33%,2600,-
4-May-21,IMH,I & M Holdings Plc,20.5,27.25,43,46.95,43.05,44.95,-1.9,4.23%,1314800,21.53
4-May-21,KCB,KCB Group Plc,30,47,40,40.4,40.05,40.05,-,-,684400,-
4-May-21,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
4-May-21,NCBA,NCBA Group Plc,20,27.85,24.25,24.5,24.45,24.35,0.1,0.41%,49700,-
4-May-21,SBIC,Stanbic Holdings Plc,72.25,93,81,81,81,81,-,-,100,-
4-May-21,SCBK,Standard Chartered Bank Kenya Ltd,127,170,132,134,132.5,132.75,-0.25,0.19%,22500,-
4-May-21,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
4-May-21,EVRD,Eveready East Africa Ltd,0.85,1.5,1,1.1,1,1.03,-0.03,2.91%,7800,-
4-May-21,XPRS,Express Kenya Plc,2.5,4.87,4.5,4.5,4.5,4.3,0.2,4.65%,100,-
4-May-21,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
4-May-21,LKL,Longhorn Publishers Plc,3.7,5,4.5,4.53,4.52,4.55,-0.03,0.66%,300,-
4-May-21,NBV,Nairobi Business Ventures Ltd,0.54,13.8,4.25,4.6,4.4,4.2,0.2,4.76%,130000,-
4-May-21,NMG,Nation Media Group Plc,9,26.5,14.9,16.35,15.2,16.45,-1.25,7.60%,16800,-
4-May-21,SMER,Sameer Africa Plc,2.46,4.2,3.51,3.51,3.51,3.51,-,-,-,-
4-May-21,SGL,Standard Group Plc,15,26.3,17.1,17.1,17.1,19,-1.9,10.00%,1000,-
4-May-21,TPSE,TPS Eastern Africa (Serena) Ltd,13.1,18,14.85,16,16,14.85,1.15,7.74%,29700,-
4-May-21,UCHM,Uchumi Supermarket Plc,0.2,0.35,0.24,0.27,0.25,0.26,-0.01,3.85%,13500,-
4-May-21,SCAN,WPP ScanGroup Plc,4.42,10.55,5.8,6.18,5.94,5.8,0.14,2.41%,17200,-
4-May-21,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
4-May-21,BAMB,Bamburi Cement Ltd,19.05,47.05,39.5,41.85,40.15,40.75,-0.6,1.47%,44100,-
4-May-21,CRWN,Crown Paints Kenya Plc,19.05,49,36,36,36,36,-,-,2800,-
4-May-21,CABL,East African Cables Ltd,1.18,2.1,1.35,1.35,1.35,1.4,-0.05,3.57%,1200,-
4-May-21,PORT,East African Portland Cement Ltd,7.2,16,8,8,8,8,-,-,-,-
4-May-21,KEGN,Kenya Electricity Generating Company Plc,3.9,6,4.11,4.21,4.16,4.21,-0.05,1.19%,262500,-
4-May-21,KPLC-P4,KPLC-P4,4.5,5,4.53,4.53,4.53,4.53,-,-,-,-
4-May-21,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
4-May-21,KPLC,Kenya Power and Lighting Company Plc,1.16,2,1.31,1.37,1.33,1.35,-0.02,1.48%,1308000,-
4-May-21,TOTL,Total Kenya Ltd,21,26.75,23.55,24,23.9,23.8,0.1,0.42%,6300,-
4-May-21,UMME,Umeme Ltd,5.4,7.6,5.8,6.3,6.18,5.76,0.42,7.29%,5600,-
4-May-21,BRIT,Britam Holdings Plc,6,8.3,6.6,7,6.72,6.76,-0.04,0.59%,183200,-
4-May-21,CIC,CIC Insurance Group Ltd,1.95,3.5,2.1,2.2,2.11,2.13,-0.02,0.94%,282100,-
4-May-21,JUB,Jubilee Holdings Ltd,210,392,282,282,282,288.75,-6.75,2.34%,900,-
4-May-21,KNRE,Kenya Re-Insurance Corporation Ltd,2,2.94,2.4,2.47,2.4,2.4,-,-,98300,-
4-May-21,LBTY,Liberty Kenya Holdings Ltd,6.6,10.5,7.58,7.58,7.58,7.58,-,-,-,-
4-May-21,SLAM,Sanlam Kenya Plc,9,14,11.5,11.5,11.5,11.5,-,-,-,-
4-May-21,CTUM,Centum Investment Company Plc,14.05,24,15.35,15.85,15.55,15.6,-0.05,0.32%,70100,-
4-May-21,HAFR,Home Afrika Ltd,0.33,0.5,0.37,0.4,0.38,0.38,-,-,14400,-
4-May-21,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
4-May-21,OCH,Olympia Capital Holdings Ltd,1.63,2.6,2.18,2.18,2.18,1.99,0.19,9.55%,200,-
4-May-21,TCL,Trans-Century Plc,1.01,1.94,1.08,1.21,1.12,1.11,0.01,0.90%,4600,-
4-May-21,NSE,Nairobi Securities Exchange Plc,6.5,9.74,8,8.5,8.26,8.44,-0.18,2.13%,31700,-
4-May-21,BOC,BOC Kenya Plc,54,75.25,67,68,67.5,67,0.5,0.75%,500,-
4-May-21,BAT,British American Tobacco Kenya Plc,317,500,455,460,457.75,459.75,-2,0.44%,8200,-
4-May-21,CARB,Carbacid Investments Plc,7.9,13,10.9,11,10.9,10.9,-,-,14300,-
4-May-21,EABL,East African Breweries Ltd,148,194,170,171,170,171,-1,0.58%,84000,-
4-May-21,FTGH,Flame Tree Group Holdings Ltd,1.1,1.5,1.35,1.39,1.35,1.35,-,-,11500,-
4-May-21,ORCH,Kenya Orchards Ltd,10.4,12.25,10.4,10.4,10.4,10.4,-,-,-,-
4-May-21,UNGA,Unga Group Ltd,26.1,33,29,29,29,29.5,-0.5,1.69%,3200,-
4-May-21,SCOM,Safaricom Plc,26.4,43.45,40.45,41,40.75,40.5,0.25,0.62%,9132400,-
4-May-21,FAHR,Stanlib Fahari Income-REIT,4.98,7.34,6,6.18,6.18,6.14,0.04,0.65%,6300,-
4-May-21,GLD,ABSA NewGold ETF,"1,855.00","2,100.00","1,855.00","1,855.00","1,855.00","1,855.00",-,-,-,-
4-May-21,^FNK15,FTSE NSE Kenya 15 Index,152.56,214.84,188.96,190.55,189.6,189.43,0.17,0.09%,-,-
4-May-21,^FNK25,FTSE NSE Kenya 25 Index,167.57,239.16,218.44,219.95,219.27,218.69,0.58,0.27%,-,-
4-May-21,^N20I,NSE 20-Share Index,"1,723.96","1,987.50","1,845.80","1,845.80","1,845.80","1,858.26",-12.46,0.67%,-,-
4-May-21,^N25I,NSE 25-Share Index,"2,935.01","3,917.17","3,685.33","3,685.33","3,685.33","3,686.02",-0.69,0.02%,-,-
4-May-21,^NASI,NSE All-Share Index,129.24,179.45,170.07,170.07,170.07,169.61,0.46,0.27%,-,-
4-May-21,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,511.03","2,206.44","1,974.28","1,974.28","1,974.28","1,972.20",2.08,0.11%,-,-
4-May-21,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,201.29","1,746.09","1,584.95","1,584.95","1,584.95","1,576.66",8.29,0.53%,-,-
5-May-21,EGAD,Eaagads Ltd,10,15,14,14,14,14,-,-,2000,-
5-May-21,KUKZ,Kakuzi Plc,351,415,360,360,360,358.25,1.75,0.49%,100,-
5-May-21,KAPC,Kapchorua Tea Kenya Plc,68.5,101,82.5,82.5,82.5,82.5,-,-,-,-
5-May-21,LIMT,Limuru Tea Plc,260,400,340,340,340,340,-,-,-,-
5-May-21,SASN,Sasini Plc,16,20,18.95,18.95,18.95,17.65,1.3,7.37%,1000,-
5-May-21,WTK,Williamson Tea Kenya Plc,119,154.75,149.75,149.75,149.75,149.75,-,-,-,-
5-May-21,CGEN,Car and General (K) Ltd,20,37.8,20,20,20,20,-,-,-,-
5-May-21,ABSA,ABSA Bank Kenya Plc,8.5,10.8,8.6,8.8,8.66,8.7,-0.04,0.46%,36400,-
5-May-21,BKG,BK Group Plc,12.15,32.4,26,26,26,26,-,-,2600,-
5-May-21,COOP,Co-operative Bank of Kenya Ltd,10.2,14.05,12.5,12.8,12.65,12.45,0.2,1.61%,114500,-
5-May-21,DTK,Diamond Trust Bank Kenya Ltd,57.5,78.5,65.5,65.5,65.5,65,0.5,0.77%,20100,-
5-May-21,EQTY,Equity Group Holdings Plc,28,50.75,39.5,40.45,39.85,39.55,0.3,0.76%,155900,-
5-May-21,HFCK,HF Group Ltd,2.86,5.48,3.98,4,3.99,3.81,0.18,4.72%,33000,-
5-May-21,IMH,I & M Holdings Plc,20.5,27.25,42.5,45,42.75,43.05,-0.3,0.70%,169300,21.38
5-May-21,KCB,KCB Group Plc,30,47,40,40.55,40.4,40.05,0.35,0.87%,838100,-
5-May-21,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
5-May-21,NCBA,NCBA Group Plc,20,27.85,24.35,24.5,24.5,24.45,0.05,0.20%,76400,-
5-May-21,SBIC,Stanbic Holdings Plc,72.25,93,81,81,81,81,-,-,100,-
5-May-21,SCBK,Standard Chartered Bank Kenya Ltd,127,170,132,135,132.25,132.5,-0.25,0.19%,6000,-
5-May-21,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
5-May-21,EVRD,Eveready East Africa Ltd,0.85,1.5,1.08,1.1,1.09,1,0.09,9.00%,400,-
5-May-21,XPRS,Express Kenya Plc,2.5,4.87,4.5,4.5,4.5,4.5,-,-,-,-
5-May-21,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
5-May-21,LKL,Longhorn Publishers Plc,3.7,5,4.49,4.5,4.49,4.52,-0.03,0.66%,300,-
5-May-21,NBV,Nairobi Business Ventures Ltd,0.54,13.8,4.3,4.6,4.55,4.4,0.15,3.41%,22400,-
5-May-21,NMG,Nation Media Group Plc,9,26.5,15.5,15.8,15.8,15.2,0.6,3.95%,40800,-
5-May-21,SMER,Sameer Africa Plc,2.46,4.2,3.5,3.5,3.5,3.51,-0.01,0.28%,400,-
5-May-21,SGL,Standard Group Plc,15,26.3,17.1,17.15,17.1,17.1,-,-,1400,-
5-May-21,TPSE,TPS Eastern Africa (Serena) Ltd,13.1,18,16,16,16,16,-,-,-,-
5-May-21,UCHM,Uchumi Supermarket Plc,0.2,0.35,0.24,0.27,0.25,0.25,-,-,18100,-
5-May-21,SCAN,WPP ScanGroup Plc,4.42,9.8,5.9,6.18,6,5.94,0.06,1.01%,8300,-
5-May-21,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
5-May-21,BAMB,Bamburi Cement Ltd,19.05,47.05,40,41.8,40.55,40.15,0.4,1.00%,15300,-
5-May-21,CRWN,Crown Paints Kenya Plc,19.05,49,36,36,36,36,-,-,-,-
5-May-21,CABL,East African Cables Ltd,1.18,2.03,1.3,1.4,1.36,1.35,0.01,0.74%,13200,-
5-May-21,PORT,East African Portland Cement Ltd,7.2,16,8,8,8,8,-,-,-,-
5-May-21,KEGN,Kenya Electricity Generating Company Plc,3.9,6,4.11,4.2,4.16,4.16,-,-,180900,-
5-May-21,KPLC-P4,KPLC-P4,4.5,5,4.53,4.53,4.53,4.53,-,-,-,-
5-May-21,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
5-May-21,KPLC,Kenya Power and Lighting Company Plc,1.16,1.96,1.34,1.4,1.38,1.33,0.05,3.76%,77500,-
5-May-21,TOTL,Total Kenya Ltd,21,26.75,23.8,24,24,23.9,0.1,0.42%,12200,-
5-May-21,UMME,Umeme Ltd,5.4,7.6,6.3,6.3,6.3,6.18,0.12,1.94%,200,-
5-May-21,BRIT,Britam Holdings Plc,6,8.3,6.72,7,6.9,6.72,0.18,2.68%,68200,-
5-May-21,CIC,CIC Insurance Group Ltd,1.95,3.5,2.11,2.19,2.14,2.11,0.03,1.42%,19300,-
5-May-21,JUB,Jubilee Holdings Ltd,210,392,282,282,282,282,-,-,-,-
5-May-21,KNRE,Kenya Re-Insurance Corporation Ltd,2,2.94,2.43,2.5,2.48,2.4,0.08,3.33%,461300,-
5-May-21,LBTY,Liberty Kenya Holdings Ltd,6.6,10.5,7.6,7.6,7.6,7.58,0.02,0.26%,3200,-
5-May-21,SLAM,Sanlam Kenya Plc,9,14,11.5,11.5,11.5,11.5,-,-,1900,-
5-May-21,CTUM,Centum Investment Company Plc,14.05,24,14.85,15.4,15.05,15.55,-0.5,3.22%,255300,-
5-May-21,HAFR,Home Afrika Ltd,0.33,0.5,0.4,0.41,0.4,0.38,0.02,5.26%,2600,-
5-May-21,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
5-May-21,OCH,Olympia Capital Holdings Ltd,1.63,2.6,2,2.2,2.18,2.18,-,-,2900,-
5-May-21,TCL,Trans-Century Plc,1.01,1.94,1.12,1.2,1.13,1.12,0.01,0.89%,700,-
5-May-21,NSE,Nairobi Securities Exchange Plc,6.5,9.74,8.32,8.64,8.5,8.26,0.24,2.91%,227700,-
5-May-21,BOC,BOC Kenya Plc,55,75.25,67.5,67.5,67.5,67.5,-,-,-,-
5-May-21,BAT,British American Tobacco Kenya Plc,317,500,457.75,457.75,457.75,457.75,-,-,-,-
5-May-21,CARB,Carbacid Investments Plc,7.9,13,11.5,11.5,11.5,10.9,0.6,5.50%,500,-
5-May-21,EABL,East African Breweries Ltd,148,194,168.75,170,169.25,170,-0.75,0.44%,1400,-
5-May-21,FTGH,Flame Tree Group Holdings Ltd,1.1,1.5,1.35,1.35,1.35,1.35,-,-,61000,-
5-May-21,ORCH,Kenya Orchards Ltd,10.4,12.25,10.4,10.4,10.4,10.4,-,-,-,-
5-May-21,UNGA,Unga Group Ltd,26.1,33,29,29,29,29,-,-,-,-
5-May-21,SCOM,Safaricom Plc,27,43.45,40.45,40.75,40.5,40.75,-0.25,0.61%,4582700,-
5-May-21,FAHR,Stanlib Fahari Income-REIT,4.98,7.34,6.16,6.2,6.18,6.18,-,-,5300,-
5-May-21,GLD,ABSA NewGold ETF,"1,855.00","2,100.00","1,855.00","1,855.00","1,855.00","1,855.00",-,-,-,-
5-May-21,^FNK15,FTSE NSE Kenya 15 Index,152.56,216.05,189.3,190.78,190.06,189.6,0.46,0.24%,-,-
5-May-21,^FNK25,FTSE NSE Kenya 25 Index,167.57,241.03,218.69,219.85,219.12,219.27,-0.15,0.07%,-,-
5-May-21,^N20I,NSE 20-Share Index,"1,723.96","1,987.50","1,862.07","1,862.07","1,862.07","1,845.80",16.27,0.88%,-,-
5-May-21,^N25I,NSE 25-Share Index,"2,935.01","3,936.49","3,685.10","3,685.10","3,685.10","3,685.33",-0.23,0.01%,-,-
5-May-21,^NASI,NSE All-Share Index,129.24,180.46,169.69,169.69,169.69,170.07,-0.38,0.22%,-,-
5-May-21,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,511.03","2,213.92","1,979.75","1,979.75","1,979.75","1,974.28",5.47,0.28%,-,-
5-May-21,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,201.29","1,751.20","1,593.06","1,593.06","1,593.06","1,584.95",8.11,0.51%,-,-
6-May-21,EGAD,Eaagads Ltd,10,15,14,14,14,14,-,-,-,-
6-May-21,KUKZ,Kakuzi Plc,351,415,360,360,360,360,-,-,1100,-
6-May-21,KAPC,Kapchorua Tea Kenya Plc,68.5,101,82.5,82.5,82.5,82.5,-,-,-,-
6-May-21,LIMT,Limuru Tea Plc,260,400,340,340,340,340,-,-,-,-
6-May-21,SASN,Sasini Plc,16,20,18.5,18.9,18.75,18.95,-0.2,1.06%,1800,-
6-May-21,WTK,Williamson Tea Kenya Plc,119,154.75,149,149.5,149.5,149.75,-0.25,0.17%,1200,-
6-May-21,CGEN,Car and General (K) Ltd,20,37.8,20,20,20,20,-,-,-,-
6-May-21,ABSA,ABSA Bank Kenya Plc,8.5,10.8,8.7,8.8,8.8,8.66,0.14,1.62%,183000,-
6-May-21,BKG,BK Group Plc,12.15,32.4,26,26.2,26.05,26,0.05,0.19%,10500,-
6-May-21,COOP,Co-operative Bank of Kenya Ltd,10.2,14.05,12.5,12.8,12.65,12.65,-,-,536900,-
6-May-21,DTK,Diamond Trust Bank Kenya Ltd,57.5,78.5,65,65.25,65,65.5,-0.5,0.76%,3900,-
6-May-21,EQTY,Equity Group Holdings Plc,28,50.75,40,40.6,40.3,39.85,0.45,1.13%,2172700,-
6-May-21,HFCK,HF Group Ltd,2.86,5.48,3.65,4,3.92,3.99,-0.07,1.75%,58400,-
6-May-21,IMH,I & M Holdings Plc,20.5,27.25,42.5,45,42.65,42.75,-0.1,0.23%,314000,21.33
6-May-21,KCB,KCB Group Plc,30,47,40.65,42,41.5,40.4,1.1,2.72%,2180600,-
6-May-21,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
6-May-21,NCBA,NCBA Group Plc,20,27.85,24.4,24.6,24.45,24.5,-0.05,0.20%,18500,-
6-May-21,SBIC,Stanbic Holdings Plc,72.25,93,81,81,81,81,-,-,-,-
6-May-21,SCBK,Standard Chartered Bank Kenya Ltd,127,170,131.25,132.5,132,132.25,-0.25,0.19%,125400,-
6-May-21,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
6-May-21,EVRD,Eveready East Africa Ltd,0.85,1.5,1,1.01,1.01,1.09,-0.08,7.34%,1700,-
6-May-21,XPRS,Express Kenya Plc,2.5,4.87,4.05,4.5,4.37,4.5,-0.13,2.89%,1400,-
6-May-21,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
6-May-21,LKL,Longhorn Publishers Plc,3.7,5,4.3,4.5,4.4,4.49,-0.09,2.00%,200,-
6-May-21,NBV,Nairobi Business Ventures Ltd,0.54,13.8,4.3,4.7,4.55,4.55,-,-,62700,-
6-May-21,NMG,Nation Media Group Plc,9,26.5,15.5,15.8,15.65,15.8,-0.15,0.95%,8200,-
6-May-21,SMER,Sameer Africa Plc,2.46,4.2,3.5,3.67,3.54,3.5,0.04,1.14%,9700,-
6-May-21,SGL,Standard Group Plc,15,26.3,15.5,15.55,15.55,17.1,-1.55,9.06%,200,-
6-May-21,TPSE,TPS Eastern Africa (Serena) Ltd,13.1,18,16,16,16,16,-,-,-,-
6-May-21,UCHM,Uchumi Supermarket Plc,0.2,0.35,0.24,0.25,0.25,0.25,-,-,119900,-
6-May-21,SCAN,WPP ScanGroup Plc,4.42,10.55,5.94,6.16,6.08,6,0.08,1.33%,7400,-
6-May-21,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
6-May-21,BAMB,Bamburi Cement Ltd,19.05,47.05,39.7,40.9,40,40.55,-0.55,1.36%,68200,-
6-May-21,CRWN,Crown Paints Kenya Plc,19.05,49,36,36,36,36,-,-,200,-
6-May-21,CABL,East African Cables Ltd,1.18,2.1,1.36,1.36,1.36,1.36,-,-,-,-
6-May-21,PORT,East African Portland Cement Ltd,7.2,16,8,8,8,8,-,-,300,-
6-May-21,KEGN,Kenya Electricity Generating Company Plc,3.9,6,4.11,4.18,4.17,4.16,0.01,0.24%,96300,-
6-May-21,KPLC-P4,KPLC-P4,4.5,5,4.53,4.53,4.53,4.53,-,-,-,-
6-May-21,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
6-May-21,KPLC,Kenya Power and Lighting Company Plc,1.16,2,1.39,1.4,1.39,1.38,0.01,0.72%,68100,-
6-May-21,TOTL,Total Kenya Ltd,21,26.75,24,24,24,24,-,-,3700,-
6-May-21,UMME,Umeme Ltd,5.4,7.6,6.26,6.3,6.26,6.3,-0.04,0.63%,1100,-
6-May-21,BRIT,Britam Holdings Plc,6,8.3,6.7,7.3,6.72,6.9,-0.18,2.61%,91300,-
6-May-21,CIC,CIC Insurance Group Ltd,1.95,3.5,2.15,2.2,2.19,2.14,0.05,2.34%,5400,-
6-May-21,JUB,Jubilee Holdings Ltd,210,392,284,285,284.75,282,2.75,0.98%,400,-
6-May-21,KNRE,Kenya Re-Insurance Corporation Ltd,2,2.94,2.38,2.55,2.4,2.48,-0.08,3.23%,384700,-
6-May-21,LBTY,Liberty Kenya Holdings Ltd,6.6,10.5,7.6,7.6,7.6,7.6,-,-,-,-
6-May-21,SLAM,Sanlam Kenya Plc,9,14,11.5,11.5,11.5,11.5,-,-,2800,-
6-May-21,CTUM,Centum Investment Company Plc,14.05,24,14.5,15,14.75,15.05,-0.3,1.99%,271200,-
6-May-21,HAFR,Home Afrika Ltd,0.33,0.5,0.41,0.41,0.41,0.4,0.01,2.50%,18900,-
6-May-21,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
6-May-21,OCH,Olympia Capital Holdings Ltd,1.63,2.6,2.15,2.2,2.15,2.18,-0.03,1.38%,2200,-
6-May-21,TCL,Trans-Century Plc,1.01,1.94,1.11,1.12,1.11,1.13,-0.02,1.77%,700,-
6-May-21,NSE,Nairobi Securities Exchange Plc,6.5,9.74,8.5,8.64,8.62,8.5,0.12,1.41%,8900,-
6-May-21,BOC,BOC Kenya Plc,54,75.25,69,69,69,67.5,1.5,2.22%,500,-
6-May-21,BAT,British American Tobacco Kenya Plc,317,500,459.75,462,460,457.75,2.25,0.49%,17600,-
6-May-21,CARB,Carbacid Investments Plc,7.9,13,11.5,11.5,11.5,11.5,-,-,3100,-
6-May-21,EABL,East African Breweries Ltd,148,194,170.75,173,171.25,169.25,2,1.18%,364000,-
6-May-21,FTGH,Flame Tree Group Holdings Ltd,1.1,1.5,1.35,1.39,1.37,1.35,0.02,1.48%,4800,-
6-May-21,ORCH,Kenya Orchards Ltd,10.4,12.25,10.4,10.4,10.4,10.4,-,-,-,-
6-May-21,UNGA,Unga Group Ltd,26.1,33,29,29,29,29,-,-,-,-
6-May-21,SCOM,Safaricom Plc,26.4,43.45,40.3,40.85,40.65,40.5,0.15,0.37%,10568600,-
6-May-21,FAHR,Stanlib Fahari Income-REIT,4.98,7.34,6.1,6.1,6.1,6.18,-0.08,1.29%,1300,-
6-May-21,GLD,ABSA NewGold ETF,"1,855.00","2,100.00","1,855.00","1,855.00","1,855.00","1,855.00",-,-,-,-
6-May-21,^FNK15,FTSE NSE Kenya 15 Index,152.56,214.84,190.06,192.85,191.91,190.06,1.85,0.97%,-,-
6-May-21,^FNK25,FTSE NSE Kenya 25 Index,167.57,239.16,219.12,221.64,220.77,219.12,1.65,0.75%,-,-
6-May-21,^N20I,NSE 20-Share Index,"1,723.96","1,987.50","1,861.81","1,861.81","1,861.81","1,862.07",-0.26,0.01%,-,-
6-May-21,^N25I,NSE 25-Share Index,"2,935.01","3,917.17","3,710.28","3,710.28","3,710.28","3,685.10",25.18,0.68%,-,-
6-May-21,^NASI,NSE All-Share Index,129.24,179.45,170.51,170.51,170.51,169.69,0.82,0.48%,-,-
6-May-21,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,511.03","2,206.44","2,001.65","2,001.65","2,001.65","1,979.75",21.9,1.11%,-,-
6-May-21,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,201.29","1,746.09","1,613.69","1,613.69","1,613.69","1,593.06",20.63,1.29%,-,-
7-May-21,EGAD,Eaagads Ltd,10,15,14,14,14,14,-,-,-,-
7-May-21,KUKZ,Kakuzi Plc,351,415,360,360,360,360,-,-,-,-
7-May-21,KAPC,Kapchorua Tea Kenya Plc,68.5,101,82.5,82.5,82.5,82.5,-,-,-,-
7-May-21,LIMT,Limuru Tea Plc,260,400,340,340,340,340,-,-,-,-
7-May-21,SASN,Sasini Plc,16,20,18.5,18.5,18.5,18.75,-0.25,1.33%,700,-
7-May-21,WTK,Williamson Tea Kenya Plc,119,154.75,149,149,149,149.5,-0.5,0.33%,1300,-
7-May-21,CGEN,Car and General (K) Ltd,20,37.8,20.25,20.25,20.25,20,0.25,1.25%,200,-
7-May-21,ABSA,ABSA Bank Kenya Plc,8.5,10.8,8.72,8.88,8.76,8.8,-0.04,0.45%,54500,-
7-May-21,BKG,BK Group Plc,12.15,38.8,26,26,26,26.05,-0.05,0.19%,297000,-
7-May-21,COOP,Co-operative Bank of Kenya Ltd,10.4,14.05,12.5,12.8,12.6,12.65,-0.05,0.40%,3198700,-
7-May-21,DTK,Diamond Trust Bank Kenya Ltd,57.5,78.5,64,65,64.25,65,-0.75,1.15%,72800,-
7-May-21,EQTY,Equity Group Holdings Plc,28,51.5,40,40.85,40.75,40.3,0.45,1.12%,3490100,-
7-May-21,HFCK,HF Group Ltd,2.86,5.48,3.68,3.68,3.68,3.92,-0.24,6.12%,4000,-
7-May-21,IMH,I & M Holdings Plc,20.5,27.25,42.5,45,42.6,42.65,-0.05,0.12%,415000,21.3
7-May-21,KCB,KCB Group Plc,30,48,41.5,42.2,41.95,41.5,0.45,1.08%,3221300,-
7-May-21,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
7-May-21,NCBA,NCBA Group Plc,20,27.85,24.5,24.7,24.6,24.45,0.15,0.61%,107400,-
7-May-21,SBIC,Stanbic Holdings Plc,72.25,93,81,81,81,81,-,-,-,-
7-May-21,SCBK,Standard Chartered Bank Kenya Ltd,127,170,131.5,132,131.75,132,-0.25,0.19%,9800,-
7-May-21,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
7-May-21,EVRD,Eveready East Africa Ltd,0.85,1.5,1,1.09,1,1.01,-0.01,0.99%,231700,-
7-May-21,XPRS,Express Kenya Plc,2.5,4.9,4.37,4.37,4.37,4.37,-,-,-,-
7-May-21,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
7-May-21,LKL,Longhorn Publishers Plc,3.7,5,4.4,4.5,4.43,4.4,0.03,0.68%,2700,-
7-May-21,NBV,Nairobi Business Ventures Ltd,0.55,13.8,4.2,4.58,4.37,4.55,-0.18,3.96%,88600,-
7-May-21,NMG,Nation Media Group Plc,10.5,26.5,15.5,15.8,15.75,15.65,0.1,0.64%,4100,-
7-May-21,SMER,Sameer Africa Plc,2.46,4.2,3.51,3.51,3.51,3.54,-0.03,0.85%,2800,-
7-May-21,SGL,Standard Group Plc,15,26.3,17.1,17.1,17.1,15.55,1.55,9.97%,800,-
7-May-21,TPSE,TPS Eastern Africa (Serena) Ltd,13.2,18,14.8,14.85,14.8,16,-1.2,7.50%,1400,-
7-May-21,UCHM,Uchumi Supermarket Plc,0.2,0.35,0.23,0.25,0.25,0.25,-,-,144600,-
7-May-21,SCAN,WPP ScanGroup Plc,4.31,9.26,6,6.18,6.1,6.08,0.02,0.33%,9800,-
7-May-21,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
7-May-21,BAMB,Bamburi Cement Ltd,19.05,47.05,38.55,40,39.05,40,-0.95,2.38%,388800,-
7-May-21,CRWN,Crown Paints Kenya Plc,19.05,49,36,36,36,36,-,-,-,-
7-May-21,CABL,East African Cables Ltd,1.18,2.02,1.3,1.36,1.3,1.36,-0.06,4.41%,40500,-
7-May-21,PORT,East African Portland Cement Ltd,7.2,16,8,8,8,8,-,-,-,-
7-May-21,KEGN,Kenya Electricity Generating Company Plc,3.9,6,4,4.18,4.09,4.17,-0.08,1.92%,337100,-
7-May-21,KPLC-P4,KPLC-P4,4.5,5,4.53,4.53,4.53,4.53,-,-,-,-
7-May-21,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
