DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
7-May-21,KPLC,Kenya Power and Lighting Company Plc,1.16,1.96,1.35,1.4,1.38,1.39,-0.01,0.72%,230200,-
7-May-21,TOTL,Total Kenya Ltd,21,26.75,23.8,24,24,24,-,-,18600,-
7-May-21,UMME,Umeme Ltd,5.4,7.6,6.26,6.26,6.26,6.26,-,-,100,-
7-May-21,BRIT,Britam Holdings Plc,6,8.3,6.98,7.3,7,6.72,0.28,4.17%,689100,-
7-May-21,CIC,CIC Insurance Group Ltd,1.95,3.5,2.14,2.21,2.17,2.19,-0.02,0.91%,3800,-
7-May-21,JUB,Jubilee Holdings Ltd,210,392,284.75,284.75,284.75,284.75,-,-,-,-
7-May-21,KNRE,Kenya Re-Insurance Corporation Ltd,2,2.94,2.31,2.49,2.39,2.4,-0.01,0.42%,79300,-
7-May-21,LBTY,Liberty Kenya Holdings Ltd,6.6,10.5,7.5,7.6,7.58,7.6,-0.02,0.26%,6700,-
7-May-21,SLAM,Sanlam Kenya Plc,9,14,11.5,11.5,11.5,11.5,-,-,-,-
7-May-21,CTUM,Centum Investment Company Plc,14.05,23.25,14.4,14.75,14.5,14.75,-0.25,1.69%,130100,-
7-May-21,HAFR,Home Afrika Ltd,0.33,0.5,0.39,0.41,0.4,0.41,-0.01,2.44%,45900,-
7-May-21,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
7-May-21,OCH,Olympia Capital Holdings Ltd,1.63,2.6,2.15,2.15,2.15,2.15,-,-,-,-
7-May-21,TCL,Trans-Century Plc,1.01,1.87,1.11,1.11,1.11,1.11,-,-,-,-
7-May-21,NSE,Nairobi Securities Exchange Plc,6.5,9.74,8.52,8.98,8.62,8.62,-,-,6500,-
7-May-21,BOC,BOC Kenya Plc,55,75.25,69,69,69,69,-,-,-,-
7-May-21,BAT,British American Tobacco Kenya Plc,317,500,465,470,467.5,460,7.5,1.63%,200,-
7-May-21,CARB,Carbacid Investments Plc,7.9,13,10.85,11.5,11,11.5,-0.5,4.35%,24000,-
7-May-21,EABL,East African Breweries Ltd,148,194,171.5,173,171.75,171.25,0.5,0.29%,1700,-
7-May-21,FTGH,Flame Tree Group Holdings Ltd,1.1,1.5,1.35,1.35,1.35,1.37,-0.02,1.46%,3000,-
7-May-21,ORCH,Kenya Orchards Ltd,10.4,12.25,10.4,10.4,10.4,10.4,-,-,-,-
7-May-21,UNGA,Unga Group Ltd,26.1,33,31.8,31.8,31.8,29,2.8,9.66%,200,-
7-May-21,SCOM,Safaricom Plc,27.5,43.45,40.65,40.9,40.8,40.65,0.15,0.37%,15341400,-
7-May-21,FAHR,Stanlib Fahari Income-REIT,4.98,7.34,6,6.1,6.1,6.1,-,-,12400,-
7-May-21,GLD,ABSA NewGold ETF,"1,855.00","2,100.00","1,855.00","1,855.00","1,855.00","1,855.00",-,-,-,-
7-May-21,^FNK15,FTSE NSE Kenya 15 Index,152.56,216.91,191.72,193.54,192.8,191.91,0.89,0.46%,-,-
7-May-21,^FNK25,FTSE NSE Kenya 25 Index,167.57,241.97,220.69,222.46,221.74,220.77,0.97,0.44%,-,-
7-May-21,^N20I,NSE 20-Share Index,"1,723.96","1,987.50","1,862.50","1,862.50","1,862.50","1,861.81",0.69,0.04%,-,-
7-May-21,^N25I,NSE 25-Share Index,"2,935.01","3,950.14","3,725.72","3,725.72","3,725.72","3,710.28",15.44,0.42%,-,-
7-May-21,^NASI,NSE All-Share Index,129.46,181.18,171.09,171.09,171.09,170.51,0.58,0.34%,-,-
7-May-21,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,511.03","2,233.26","2,014.96","2,014.96","2,014.96","2,001.65",13.31,0.66%,-,-
7-May-21,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,201.29","1,759.23","1,625.94","1,625.94","1,625.94","1,613.69",12.25,0.76%,-,-
10-May-21,EGAD,Eaagads Ltd,10,15,14,14,14,14,-,-,400,-
10-May-21,KUKZ,Kakuzi Plc,351,415,360,360,360,360,-,-,-,-
10-May-21,KAPC,Kapchorua Tea Kenya Plc,68.5,101,82.5,82.5,82.5,82.5,-,-,-,-
10-May-21,LIMT,Limuru Tea Plc,260,400,340,340,340,340,-,-,-,-
10-May-21,SASN,Sasini Plc,16,20,18.85,18.85,18.85,18.5,0.35,1.89%,100,-
10-May-21,WTK,Williamson Tea Kenya Plc,119,154.75,149,149,149,149,-,-,-,-
10-May-21,CGEN,Car and General (K) Ltd,20,37.8,20.25,20.25,20.25,20.25,-,-,-,-
10-May-21,ABSA,ABSA Bank Kenya Plc,8.5,10.8,8.72,8.84,8.78,8.76,0.02,0.23%,335300,-
10-May-21,BKG,BK Group Plc,12.15,38.8,26,26,26,26,-,-,-,-
10-May-21,COOP,Co-operative Bank of Kenya Ltd,10.4,14.05,12.45,12.65,12.55,12.6,-0.05,0.40%,810500,-
10-May-21,DTK,Diamond Trust Bank Kenya Ltd,57.5,78.5,63.25,64,64,64.25,-0.25,0.39%,103800,-
10-May-21,EQTY,Equity Group Holdings Plc,29,51.75,40.7,41,40.85,40.75,0.1,0.25%,11701400,-
10-May-21,HFCK,HF Group Ltd,2.86,5.48,3.9,4,4,3.68,0.32,8.70%,51400,-
10-May-21,IMH,I & M Holdings Plc,20.5,27.25,42,46.5,42.6,42.6,-,-,922800,21.3
10-May-21,KCB,KCB Group Plc,30.9,48.6,41.55,42.8,42.4,41.95,0.45,1.07%,13934900,-
10-May-21,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
10-May-21,NCBA,NCBA Group Plc,20,27.85,24.7,25,24.7,24.6,0.1,0.41%,9000,-
10-May-21,SBIC,Stanbic Holdings Plc,72.25,93,83,83,83,81,2,2.47%,100,-
10-May-21,SCBK,Standard Chartered Bank Kenya Ltd,127,170,131.25,132,131.5,131.75,-0.25,0.19%,34200,-
10-May-21,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
10-May-21,EVRD,Eveready East Africa Ltd,0.85,1.5,1,1,1,1,-,-,1000,-
10-May-21,XPRS,Express Kenya Plc,2.5,4.9,4.37,4.37,4.37,4.37,-,-,-,-
10-May-21,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
10-May-21,LKL,Longhorn Publishers Plc,3.7,5,4.01,4.5,4.36,4.43,-0.07,1.58%,6100,-
10-May-21,NBV,Nairobi Business Ventures Ltd,0.55,13.8,4.42,4.6,4.59,4.37,0.22,5.03%,25700,-
10-May-21,NMG,Nation Media Group Plc,11.4,26.5,15.5,15.75,15.6,15.75,-0.15,0.95%,8300,-
10-May-21,SMER,Sameer Africa Plc,2.46,4.2,3.51,3.51,3.51,3.51,-,-,-,-
10-May-21,SGL,Standard Group Plc,15,26.3,17.1,17.1,17.1,17.1,-,-,-,-
10-May-21,TPSE,TPS Eastern Africa (Serena) Ltd,13.2,18,16,16,16,14.8,1.2,8.11%,26000,-
10-May-21,UCHM,Uchumi Supermarket Plc,0.2,0.35,0.23,0.25,0.24,0.25,-0.01,4.00%,500,-
10-May-21,SCAN,WPP ScanGroup Plc,4.31,9.26,5.5,6.24,5.66,6.1,-0.44,7.21%,132600,-
10-May-21,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
10-May-21,BAMB,Bamburi Cement Ltd,19.05,47.05,38.95,39.6,39.3,39.05,0.25,0.64%,31800,-
10-May-21,CRWN,Crown Paints Kenya Plc,19.05,49,39,39.55,39.2,36,3.2,8.89%,1200,-
10-May-21,CABL,East African Cables Ltd,1.18,2.02,1.29,1.33,1.3,1.3,-,-,3400,-
10-May-21,PORT,East African Portland Cement Ltd,7.2,16,8,8,8,8,-,-,-,-
10-May-21,KEGN,Kenya Electricity Generating Company Plc,3.9,6,4,4.17,4.11,4.09,0.02,0.49%,46800,-
10-May-21,KPLC-P4,KPLC-P4,4.5,5,4.53,4.53,4.53,4.53,-,-,-,-
10-May-21,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
10-May-21,KPLC,Kenya Power and Lighting Company Plc,1.16,1.96,1.35,1.4,1.39,1.38,0.01,0.72%,467400,-
10-May-21,TOTL,Total Kenya Ltd,21,26.75,23.95,24,24,24,-,-,9000,-
10-May-21,UMME,Umeme Ltd,5.4,7.6,6.22,6.22,6.22,6.26,-0.04,0.64%,1400,-
10-May-21,BRIT,Britam Holdings Plc,6,8.5,6.8,7,6.94,7,-0.06,0.86%,17000,-
10-May-21,CIC,CIC Insurance Group Ltd,1.95,3.5,2.1,2.21,2.12,2.17,-0.05,2.30%,244700,-
10-May-21,JUB,Jubilee Holdings Ltd,210,392,284.75,284.75,284.75,284.75,-,-,-,-
10-May-21,KNRE,Kenya Re-Insurance Corporation Ltd,2,2.94,2.39,2.46,2.42,2.39,0.03,1.26%,27700,-
10-May-21,LBTY,Liberty Kenya Holdings Ltd,6.6,10.5,7.3,7.98,7.74,7.58,0.16,2.11%,700,-
10-May-21,SLAM,Sanlam Kenya Plc,9,14,11.35,11.35,11.35,11.5,-0.15,1.30%,100,-
10-May-21,CTUM,Centum Investment Company Plc,14.05,23.25,14.4,15.85,14.75,14.5,0.25,1.72%,2752800,-
10-May-21,HAFR,Home Afrika Ltd,0.33,0.47,0.38,0.41,0.39,0.4,-0.01,2.50%,46000,-
10-May-21,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
10-May-21,OCH,Olympia Capital Holdings Ltd,1.63,2.6,2.1,2.24,2.18,2.15,0.03,1.40%,2000,-
10-May-21,TCL,Trans-Century Plc,1.01,1.81,1.13,1.21,1.13,1.11,0.02,1.80%,2100,-
10-May-21,NSE,Nairobi Securities Exchange Plc,6.5,9.74,8.96,9.28,9.04,8.62,0.42,4.87%,11000,-
10-May-21,BOC,BOC Kenya Plc,55,75.25,67.5,69,68.25,69,-0.75,1.09%,200,-
10-May-21,BAT,British American Tobacco Kenya Plc,317,500,470,470,470,467.5,2.5,0.53%,300,-
10-May-21,CARB,Carbacid Investments Plc,7.9,13,11,11.45,11.15,11,0.15,1.36%,600,-
10-May-21,EABL,East African Breweries Ltd,148,194,171.75,173,171.75,171.75,-,-,51800,-
10-May-21,FTGH,Flame Tree Group Holdings Ltd,1.1,1.5,1.36,1.38,1.36,1.35,0.01,0.74%,2300,-
10-May-21,ORCH,Kenya Orchards Ltd,10.4,12.25,10.4,10.4,10.4,10.4,-,-,-,-
10-May-21,UNGA,Unga Group Ltd,26.1,33,31.8,31.8,31.8,31.8,-,-,100,-
10-May-21,SCOM,Safaricom Plc,27.8,44.25,40.65,41.25,40.85,40.8,0.05,0.12%,3927500,-
10-May-21,FAHR,Stanlib Fahari Income-REIT,4.98,7.34,6.18,6.2,6.18,6.1,0.08,1.31%,8700,-
10-May-21,GLD,ABSA NewGold ETF,"1,855.00","2,100.00","1,855.00","1,855.00","1,855.00","1,855.00",-,-,-,-
10-May-21,^FNK15,FTSE NSE Kenya 15 Index,153.88,219.67,192.5,194.19,193.49,192.8,0.69,0.36%,-,-
10-May-21,^FNK25,FTSE NSE Kenya 25 Index,168.17,245.54,221.28,223.11,222.36,221.74,0.62,0.28%,-,-
10-May-21,^N20I,NSE 20-Share Index,"1,723.96","1,987.50","1,866.53","1,866.53","1,866.53","1,862.50",4.03,0.22%,-,-
10-May-21,^N25I,NSE 25-Share Index,"2,971.57","3,975.42","3,735.35","3,735.35","3,735.35","3,725.72",9.63,0.26%,-,-
10-May-21,^NASI,NSE All-Share Index,130.51,182.96,171.45,171.45,171.45,171.09,0.36,0.21%,-,-
10-May-21,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,542.79","2,245.00","2,020.76","2,020.76","2,020.76","2,014.96",5.8,0.29%,-,-
10-May-21,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,226.54","1,766.86","1,632.92","1,632.92","1,632.92","1,625.94",6.98,0.43%,-,-
11-May-21,EGAD,Eaagads Ltd,10,15,14,14,14,14,-,-,11000,-
11-May-21,KUKZ,Kakuzi Plc,351,415,360,360,360,360,-,-,-,-
11-May-21,KAPC,Kapchorua Tea Kenya Plc,68.5,101,82.5,82.5,82.5,82.5,-,-,300,-
11-May-21,LIMT,Limuru Tea Plc,260,400,340,340,340,340,-,-,-,-
11-May-21,SASN,Sasini Plc,16,20,18.85,18.85,18.85,18.85,-,-,-,-
11-May-21,WTK,Williamson Tea Kenya Plc,119,154.75,149,149,149,149,-,-,100,-
11-May-21,CGEN,Car and General (K) Ltd,20,37.8,20.5,20.5,20.5,20.25,0.25,1.23%,400,-
11-May-21,ABSA,ABSA Bank Kenya Plc,8.5,10.8,8.72,8.8,8.78,8.78,-,-,52200,-
11-May-21,BKG,BK Group Plc,12.15,35.5,26,26,26,26,-,-,-,-
11-May-21,COOP,Co-operative Bank of Kenya Ltd,10.3,14.05,12.1,12.5,12.5,12.55,-0.05,0.40%,519800,-
11-May-21,DTK,Diamond Trust Bank Kenya Ltd,57.5,78.5,63,63.75,63.25,64,-0.75,1.17%,700,-
11-May-21,EQTY,Equity Group Holdings Plc,28,50.75,40.05,41.4,41.05,40.85,0.2,0.49%,4871100,-
11-May-21,HFCK,HF Group Ltd,2.86,5.48,4,4,4,4,-,-,6200,-
11-May-21,IMH,I & M Holdings Plc,20.5,27.25,22.5,26,24.85,42.6,-17.75,41.67%,133400,-
11-May-21,KCB,KCB Group Plc,30,47.2,41.95,42.5,42.45,42.4,0.05,0.12%,2468500,-
11-May-21,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
11-May-21,NCBA,NCBA Group Plc,20,27.85,24.7,25.5,24.95,24.7,0.25,1.01%,18700,-
11-May-21,SBIC,Stanbic Holdings Plc,72.25,93,81,82,81.25,83,-1.75,2.11%,300,-
11-May-21,SCBK,Standard Chartered Bank Kenya Ltd,127,170,131.5,132,132,131.5,0.5,0.38%,19900,-
11-May-21,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
11-May-21,EVRD,Eveready East Africa Ltd,0.85,1.5,0.94,1.1,1.01,1,0.01,1.00%,13900,-
11-May-21,XPRS,Express Kenya Plc,2.5,4.9,4.37,4.37,4.37,4.37,-,-,-,-
11-May-21,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
11-May-21,LKL,Longhorn Publishers Plc,3.7,5,4.48,4.48,4.48,4.36,0.12,2.75%,200,-
11-May-21,NBV,Nairobi Business Ventures Ltd,0.55,13.8,4.59,4.7,4.6,4.59,0.01,0.22%,55200,-
11-May-21,NMG,Nation Media Group Plc,10,26.5,14.5,15.65,15.05,15.6,-0.55,3.53%,116000,-
11-May-21,SMER,Sameer Africa Plc,2.46,4.2,3.51,3.6,3.56,3.51,0.05,1.42%,200,-
11-May-21,SGL,Standard Group Plc,15,26.3,17.1,17.1,17.1,17.1,-,-,-,-
11-May-21,TPSE,TPS Eastern Africa (Serena) Ltd,13.2,18,16.2,16.25,16.25,16,0.25,1.56%,800,-
11-May-21,UCHM,Uchumi Supermarket Plc,0.2,0.35,0.25,0.25,0.25,0.24,0.01,4.17%,6300,-
11-May-21,SCAN,WPP ScanGroup Plc,4.32,9.26,5.6,5.66,5.64,5.66,-0.02,0.35%,37300,-
11-May-21,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
11-May-21,BAMB,Bamburi Cement Ltd,19.05,47.05,39.6,40,39.9,39.3,0.6,1.53%,41600,-
11-May-21,CRWN,Crown Paints Kenya Plc,19.05,49,39.2,39.2,39.2,39.2,-,-,-,-
11-May-21,CABL,East African Cables Ltd,1.18,2.02,1.25,1.28,1.25,1.3,-0.05,3.85%,6400,-
11-May-21,PORT,East African Portland Cement Ltd,7.2,16,8,8,8,8,-,-,-,-
11-May-21,KEGN,Kenya Electricity Generating Company Plc,3.9,6,4.1,4.16,4.12,4.11,0.01,0.24%,73700,-
11-May-21,KPLC-P4,KPLC-P4,4.5,5,4.53,4.53,4.53,4.53,-,-,-,-
11-May-21,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
11-May-21,KPLC,Kenya Power and Lighting Company Plc,1.16,1.96,1.38,1.41,1.41,1.39,0.02,1.44%,894000,-
11-May-21,TOTL,Total Kenya Ltd,21,26.75,23.95,24,24,24,-,-,15900,-
11-May-21,UMME,Umeme Ltd,5.4,7.6,6.22,6.22,6.22,6.22,-,-,200,-
11-May-21,BRIT,Britam Holdings Plc,6,8.3,6.98,7.3,7,6.94,0.06,0.86%,27100,-
11-May-21,CIC,CIC Insurance Group Ltd,1.95,3.5,2.09,2.14,2.1,2.12,-0.02,0.94%,92900,-
11-May-21,JUB,Jubilee Holdings Ltd,210,392,280,285,280.5,284.75,-4.25,1.49%,3000,-
11-May-21,KNRE,Kenya Re-Insurance Corporation Ltd,2,2.94,2.35,2.48,2.38,2.42,-0.04,1.65%,92900,-
11-May-21,LBTY,Liberty Kenya Holdings Ltd,6.6,10.5,7.74,7.74,7.74,7.74,-,-,-,-
11-May-21,SLAM,Sanlam Kenya Plc,9,14,11.35,11.35,11.35,11.35,-,-,100,-
11-May-21,CTUM,Centum Investment Company Plc,14.05,24,14.75,15.85,14.8,14.75,0.05,0.34%,44800,-
11-May-21,HAFR,Home Afrika Ltd,0.33,0.5,0.42,0.42,0.42,0.39,0.03,7.69%,34600,-
11-May-21,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
11-May-21,OCH,Olympia Capital Holdings Ltd,1.63,2.6,2.15,2.15,2.15,2.18,-0.03,1.38%,2000,-
11-May-21,TCL,Trans-Century Plc,1.01,1.92,1.2,1.21,1.2,1.13,0.07,6.19%,400,-
11-May-21,NSE,Nairobi Securities Exchange Plc,6.5,9.74,8.9,9,8.98,9.04,-0.06,0.66%,35100,-
11-May-21,BOC,BOC Kenya Plc,55,75.25,68.25,68.25,68.25,68.25,-,-,-,-
11-May-21,BAT,British American Tobacco Kenya Plc,317,500,469.75,479,471.25,470,1.25,0.27%,2100,-
11-May-21,CARB,Carbacid Investments Plc,7.9,13,10.9,11,10.9,11.15,-0.25,2.24%,4000,-
11-May-21,EABL,East African Breweries Ltd,148,194,171.75,173,171.75,171.75,-,-,486500,-
11-May-21,FTGH,Flame Tree Group Holdings Ltd,1.1,1.5,1.38,1.38,1.38,1.36,0.02,1.47%,500,-
11-May-21,ORCH,Kenya Orchards Ltd,10.4,12.25,10.4,10.4,10.4,10.4,-,-,-,-
11-May-21,UNGA,Unga Group Ltd,26.1,33,31.8,31.8,31.8,31.8,-,-,-,-
11-May-21,SCOM,Safaricom Plc,27.3,43.45,40,40.95,40.6,40.85,-0.25,0.61%,12185800,-
11-May-21,FAHR,Stanlib Fahari Income-REIT,4.98,7.34,6.04,6.2,6.1,6.18,-0.08,1.29%,9400,-
11-May-21,GLD,ABSA NewGold ETF,"1,855.00","2,100.00","1,855.00","1,855.00","1,855.00","1,855.00",-,-,-,-
11-May-21,^FNK15,FTSE NSE Kenya 15 Index,152.56,216.05,192.5,194.23,193.59,193.49,0.1,0.05%,-,-
11-May-21,^FNK25,FTSE NSE Kenya 25 Index,167.57,241.03,220.26,222.78,221.91,222.36,-0.45,0.20%,-,-
11-May-21,^N20I,NSE 20-Share Index,"1,723.96","1,987.50","1,862.84","1,862.84","1,862.84","1,866.53",-3.69,0.20%,-,-
11-May-21,^N25I,NSE 25-Share Index,"2,935.01","3,939.02","3,631.03","3,631.03","3,631.03","3,735.35",-104.32,2.79%,-,-
11-May-21,^NASI,NSE All-Share Index,129.46,180.67,168.95,168.95,168.95,171.45,-2.5,1.46%,-,-
11-May-21,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,511.03","2,219.95","2,020.21","2,020.21","2,020.21","2,020.76",-0.55,0.03%,-,-
11-May-21,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,201.29","1,751.20","1,628.66","1,628.66","1,628.66","1,632.92",-4.26,0.26%,-,-
12-May-21,EGAD,Eaagads Ltd,10,15,14,14,14,14,-,-,10000,-
12-May-21,KUKZ,Kakuzi Plc,351,415,360,360,360,360,-,-,-,-
12-May-21,KAPC,Kapchorua Tea Kenya Plc,68.5,101,82,82.5,82.25,82.5,-0.25,0.30%,1000,-
12-May-21,LIMT,Limuru Tea Plc,260,400,340,340,340,340,-,-,-,-
12-May-21,SASN,Sasini Plc,16,20,18.8,18.8,18.8,18.85,-0.05,0.27%,300,-
12-May-21,WTK,Williamson Tea Kenya Plc,119,154.75,148,149,148.75,149,-0.25,0.17%,300,-
12-May-21,CGEN,Car and General (K) Ltd,20,37.8,20.5,20.5,20.5,20.5,-,-,-,-
12-May-21,ABSA,ABSA Bank Kenya Plc,8.5,10.8,8.74,8.8,8.78,8.78,-,-,378700,-
12-May-21,BKG,BK Group Plc,12.15,38.8,26,26,26,26,-,-,200,-
12-May-21,COOP,Co-operative Bank of Kenya Ltd,10.4,14.05,12.1,12.45,12.3,12.5,-0.2,1.60%,559000,-
12-May-21,DTK,Diamond Trust Bank Kenya Ltd,57.5,78.5,63.25,65,64,63.25,0.75,1.19%,7200,-
12-May-21,EQTY,Equity Group Holdings Plc,28,51.5,40.5,41.5,40.65,41.05,-0.4,0.97%,72300,-
12-May-21,HFCK,HF Group Ltd,2.86,5.48,3.9,4.05,3.98,4,-0.02,0.50%,20800,-
12-May-21,IMH,I & M Holdings Plc,20.5,27.25,23,25,24.55,24.85,-0.3,1.21%,64000,-
12-May-21,KCB,KCB Group Plc,30,48,41.5,42.5,41.75,42.45,-0.7,1.65%,2055400,-
12-May-21,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-
12-May-21,NCBA,NCBA Group Plc,20,27.85,24.7,25,25,24.95,0.05,0.20%,17300,-
12-May-21,SBIC,Stanbic Holdings Plc,72.25,93,81.25,82.75,82.5,81.25,1.25,1.54%,1600,-
12-May-21,SCBK,Standard Chartered Bank Kenya Ltd,127,170,131.75,132,132,132,-,-,17800,-
12-May-21,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-
12-May-21,EVRD,Eveready East Africa Ltd,0.85,1.5,1,1.01,1,1.01,-0.01,0.99%,1200,-
12-May-21,XPRS,Express Kenya Plc,2.5,4.9,4.05,4.05,4.05,4.37,-0.32,7.32%,100,-
12-May-21,KQ,Kenya Airways Plc,3.83,3.83,3.83,3.83,3.83,3.83,-,-,-,-
12-May-21,LKL,Longhorn Publishers Plc,3.7,5,4.5,4.5,4.5,4.48,0.02,0.45%,900,-
12-May-21,NBV,Nairobi Business Ventures Ltd,0.55,13.8,4.6,5,4.71,4.6,0.11,2.39%,96500,-
12-May-21,NMG,Nation Media Group Plc,10.5,26.5,14.35,15,14.95,15.05,-0.1,0.66%,234100,-
12-May-21,SMER,Sameer Africa Plc,2.46,4.2,3.56,3.6,3.57,3.56,0.01,0.28%,300,-
12-May-21,SGL,Standard Group Plc,15,26.3,18,18,18,17.1,0.9,5.26%,1400,-
12-May-21,TPSE,TPS Eastern Africa (Serena) Ltd,13.2,18,15.5,16.25,15.55,16.25,-0.7,4.31%,1000,-
12-May-21,UCHM,Uchumi Supermarket Plc,0.2,0.35,0.23,0.25,0.25,0.25,-,-,52800,-
12-May-21,SCAN,WPP ScanGroup Plc,4.31,9.26,5.52,5.98,5.58,5.64,-0.06,1.06%,50600,-
12-May-21,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-
12-May-21,BAMB,Bamburi Cement Ltd,19.05,47.05,39.5,40,39.75,39.9,-0.15,0.38%,34800,-
12-May-21,CRWN,Crown Paints Kenya Plc,19.05,49,39.2,39.2,39.2,39.2,-,-,-,-
12-May-21,CABL,East African Cables Ltd,1.18,2.02,1.25,1.3,1.29,1.25,0.04,3.20%,6300,-
12-May-21,PORT,East African Portland Cement Ltd,7.2,16,8,8,8,8,-,-,100,-
12-May-21,KEGN,Kenya Electricity Generating Company Plc,3.9,6,4.11,4.15,4.12,4.12,-,-,94700,-
12-May-21,KPLC-P4,KPLC-P4,4.5,5,4.53,4.53,4.53,4.53,-,-,-,-
12-May-21,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-
12-May-21,KPLC,Kenya Power and Lighting Company Plc,1.16,1.96,1.39,1.42,1.4,1.41,-0.01,0.71%,897900,-
12-May-21,TOTL,Total Kenya Ltd,21,26.75,23.85,24,24,24,-,-,7900,-
12-May-21,UMME,Umeme Ltd,5.4,7.6,6,6.18,6.02,6.22,-0.2,3.22%,3800,-
12-May-21,BRIT,Britam Holdings Plc,6,8.3,6.78,7.1,6.98,7,-0.02,0.29%,81000,-
12-May-21,CIC,CIC Insurance Group Ltd,1.95,3.5,2.1,2.29,2.13,2.1,0.03,1.43%,185200,-
12-May-21,JUB,Jubilee Holdings Ltd,210,392,285,285,285,280.5,4.5,1.60%,200,-
12-May-21,KNRE,Kenya Re-Insurance Corporation Ltd,2,2.94,2.36,2.48,2.4,2.38,0.02,0.84%,36900,-
12-May-21,LBTY,Liberty Kenya Holdings Ltd,6.6,10.5,7.98,7.98,7.98,7.74,0.24,3.10%,100,-
12-May-21,SLAM,Sanlam Kenya Plc,9,14,11,11,11,11.35,-0.35,3.08%,4000,-
12-May-21,CTUM,Centum Investment Company Plc,14.05,23.25,15,15.5,15.2,14.8,0.4,2.70%,9400,-
12-May-21,HAFR,Home Afrika Ltd,0.33,0.5,0.42,0.46,0.45,0.42,0.03,7.14%,215100,-
12-May-21,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-
12-May-21,OCH,Olympia Capital Holdings Ltd,1.63,2.6,2.15,2.15,2.15,2.15,-,-,-,-
12-May-21,TCL,Trans-Century Plc,1.01,1.87,1.15,1.2,1.19,1.2,-0.01,0.83%,12800,-
12-May-21,NSE,Nairobi Securities Exchange Plc,6.5,9.74,8.98,9,9,8.98,0.02,0.22%,1600,-
12-May-21,BOC,BOC Kenya Plc,55,75.25,64.5,64.5,64.5,68.25,-3.75,5.49%,300,-
12-May-21,BAT,British American Tobacco Kenya Plc,317,500,471.25,471.25,471.25,471.25,-,-,100,-
12-May-21,CARB,Carbacid Investments Plc,7.9,13,10.85,10.9,10.9,10.9,-,-,7700,-
12-May-21,EABL,East African Breweries Ltd,148,194,171.25,172,172,171.75,0.25,0.15%,10200,-
12-May-21,FTGH,Flame Tree Group Holdings Ltd,1.1,1.5,1.38,1.38,1.38,1.38,-,-,22500,-
12-May-21,ORCH,Kenya Orchards Ltd,10.4,12.25,10.4,10.4,10.4,10.4,-,-,-,-
12-May-21,UNGA,Unga Group Ltd,26.1,33,31.8,31.8,31.8,31.8,-,-,-,-
12-May-21,SCOM,Safaricom Plc,27.5,43.45,39.6,40.55,40.1,40.6,-0.5,1.23%,5833200,-
12-May-21,FAHR,Stanlib Fahari Income-REIT,4.98,7.34,6.1,6.14,6.14,6.1,0.04,0.66%,2600,-
12-May-21,GLD,ABSA NewGold ETF,"1,855.00","2,100.00","1,855.00","1,855.00","1,855.00","1,855.00",-,-,-,-
12-May-21,^FNK15,FTSE NSE Kenya 15 Index,152.56,216.91,191.3,193.73,192.08,193.59,-1.51,0.78%,-,-
12-May-21,^FNK25,FTSE NSE Kenya 25 Index,167.57,241.97,218.24,221.91,219.85,221.91,-2.06,0.93%,-,-
